author.username	content	timestamp
.mormoon	"2 easy answers
1.  block#10664008 Goerli 
2. top 200 avs operator only"	2024-05-05T01:56:40.818000+00:00
effenberggesture	"2 questions to you then:

1. Top-200 at what point of time?

2. What kind of distribution you think would be fair?"	2024-05-05T01:41:32.741000+00:00
.mormoon	Only 200	2024-05-05T00:56:30.986000+00:00
effenberggesture	"Not the current top-200, but only those, who have been in the active set for some period. With linear distribution accordingly to the % of signing rate.

This seems a very reasonable approach to me"	2024-05-04T23:32:08.539000+00:00
nirnaeth.	why only 200? big instuties got many eth and fill most of the spot	2024-05-04T19:44:11.356000+00:00
luz33c	I think either goerli or holesky should get airdrops as long as they are top 200 eigenda nodes, holesky contributes to the official environment as much as goerli.	2024-05-04T11:54:14.631000+00:00
vinimatiascg	I run my node in goerli and holesky networks, and no alocation for me	2024-05-04T09:15:37.926000+00:00
web3cm	Just wait for the announcement	2024-05-03T23:12:06.391000+00:00
web3cm	No need anymore	2024-05-03T23:11:57.730000+00:00
coconutpalm	do i need to send my operator address to a mod or just wait for an announcement? I guess not all operators are watching this thread to react with their addresses	2024-05-03T21:28:20.620000+00:00
bholu.eth	appalling	2024-05-03T18:50:52.520000+00:00
gus33	"If we get a lousy 1200 $eigen for being in the top 200 for several months that's just disrespectful

That's .01% of supply lol, 15% of the tokens are set aside for research and development, grants, operational expenses, and overall ecosystem growth.

How much more can we contribute to the ecosystem growth and development of eigen then by running a testnet node?

.2% at the VERY least should be distributed to the top 200 testnet runners not .01% lol cmon."	2024-05-03T15:21:23.088000+00:00
0xemin	Should we send our operator addresses to you?	2024-05-03T10:11:18.955000+00:00
mojtaba93	"<@862550907349893151> 
I sent my AVS address to you. Please check your DM."	2024-05-03T07:02:51.947000+00:00
frog.eth	woah thanks bro	2024-05-03T06:36:05.457000+00:00
hyuk	Cuz its not updated yet	2024-05-03T06:35:44.359000+00:00
frog.eth	i was in top 200 since late november early december 100 percent uptume got 0	2024-05-03T06:34:08.888000+00:00
sandervr98	Hopefully holesky allo as well	2024-05-03T05:59:06.645000+00:00
fmusicmc	"<@862550907349893151> 

I have sent my avs wallet please check the dm"	2024-05-03T03:42:56.886000+00:00
defi_chopper	I think you still need to accept my fr pls	2024-05-03T03:22:03.017000+00:00
dreamgallery	I think they may have staked some eth in mainnet, at least for now, there should be no testnet rewards to check.	2024-05-03T01:53:50.330000+00:00
kmi99	<@875066441714520064> is this true?	2024-05-03T01:49:53.589000+00:00
nano0215	So, all Season 1 users will receive a minimum of 110 $EIGEN tokens in total.	2024-05-03T00:01:49.152000+00:00
romank6511	As I see we expecting  updates for operators allocation in common weeks. But do we really need to send addresses or create tickets? Does team have all needed information? Can we finally relax?	2024-05-02T23:39:33.361000+00:00
effenberggesture	"Feel the same. It's ~1.66% of the supply for additional allocation to the stakes. As far as I understand, it's now ~16.77% in total and 6.77% of them for Season 1. Meanwhile my rough estimation of the initial allocation for operators is ~0.01%.

As far as only "missed allocations" are mentioned in the p3 of the announcement, such a difference in the evaluation of stakers and active operators contribution seems discouraging. I understand the testnet wasn't incentivized, but staking wasn't incentivized either. Wait for more details though"	2024-05-02T23:07:15.420000+00:00
alphast0rm	ah yeah receiving some for staked assets makes sense	2024-05-02T22:48:01.910000+00:00
d3genm0nk	<@875066441714520064> , sent you a DM about this. No rush	2024-05-02T22:47:01.560000+00:00
d3genm0nk	gotcha - yeah I was top 200 since January	2024-05-02T22:44:16.501000+00:00
hyuk	2 ppl i know received both 1200	2024-05-02T22:44:09.965000+00:00
hyuk	albeit not sure	2024-05-02T22:43:51.200000+00:00
hyuk	this might be your allocation for your staked assets	2024-05-02T22:43:48.504000+00:00
hyuk	we were top 200 for several months	2024-05-02T22:43:06.530000+00:00
hyuk	i guess it depends for how long you were in the top 200	2024-05-02T22:42:41.130000+00:00
d3genm0nk	which is sad	2024-05-02T22:42:36.276000+00:00
hyuk	yea, but not entire time	2024-05-02T22:42:30.736000+00:00
d3genm0nk	I was in the top but only received 190	2024-05-02T22:42:28.796000+00:00
d3genm0nk	was he in the top 200?	2024-05-02T22:42:21.959000+00:00
hyuk	oh it's you devops lmao	2024-05-02T22:38:36.729000+00:00
hyuk	oh you also from there	2024-05-02T22:37:37.878000+00:00
alphast0rm	BBC ftw	2024-05-02T22:36:26.371000+00:00
alphast0rm	hi <@127915375248670720>	2024-05-02T22:35:51.937000+00:00
eugene2057	right now the best activity of Node Operator isn't RUNing a node (supporting the EL) but RUNing a proper activity in chat during the next couple of weeks (according to the announcement) before the real announcement ...	2024-05-02T22:25:44.297000+00:00
dopaminechaos	Needs to go further than this imo but thank you for the partial acknowledgement	2024-05-02T22:24:51.361000+00:00
2xstake.com	or at least a consolation prize! 🙌	2024-05-02T22:22:21.354000+00:00
2xstake.com	any times the active set was rotated. If EigenLayer's fond have now started to reconsider the reward for the testnet partsps, then they should decide once and for all.	2024-05-02T22:21:13.518000+00:00
hyuk	<a:SoyShake:979224058950483989>	2024-05-02T22:18:36.998000+00:00
hyuk	imagine ppl outside top 200 get the same amount	2024-05-02T22:18:30.134000+00:00
2xstake.com	"Hi all! To receive a drop, do you need to write a personal message to the moderators now?
and second, please don’t impoverish operators outside the top 200, personally, I constantly fell out of the top because the competition was tough. But I kept the infrastructure until the end of the testnet. Because never know could be the expansion of the set is, etc."	2024-05-02T22:16:31.746000+00:00
hyuk	operator	2024-05-02T22:14:47.390000+00:00
gus33	He received it on the operator address or the delegator address?	2024-05-02T22:13:54.278000+00:00
hyuk	but he wasn't operating his node till the end	2024-05-02T22:09:11.617000+00:00
hyuk	friend of mine received 1200	2024-05-02T22:09:01.468000+00:00
arturionx	nope	2024-05-02T22:08:42.724000+00:00
sebastian_pereira7623	Regarding also to those who have been running Holesky since March?  <@768866007821320232> <@875066441714520064>	2024-05-02T22:08:02.168000+00:00
hyuk	how many will we get, does anyone know?	2024-05-02T22:07:37.926000+00:00
arturionx	it's from twitter, cannot post a link here	2024-05-02T22:07:12.920000+00:00
arturionx	This is the part	2024-05-02T22:06:38.532000+00:00
hyuk		2024-05-02T22:03:56.818000+00:00
web3cm	Will do later today, bear with us	2024-05-02T20:12:04.189000+00:00
anotyagi	<@953733765157498960> <@953733765157498960> please check also mine	2024-05-02T20:11:11.273000+00:00
fuzzyman410	thank you mate	2024-05-02T19:28:32.978000+00:00
web3cm	I will later today once I sweep my DMs	2024-05-02T19:09:00.299000+00:00
fuzzyman410	can you please check my dm, there's no chance my airdrop amount includes my testnet contributions	2024-05-02T18:50:54.750000+00:00
lagnisiruk	<@875066441714520064> did you get my dm? pls respond with acknowledgment	2024-05-02T18:06:27.807000+00:00
web3cm	There's no ETA for the announcement yet	2024-05-02T17:19:43.245000+00:00
web3cm	Check pinned message	2024-05-02T17:19:30.148000+00:00
nejn	Are we going to see any official announcements any time soon? Feels like the team is delaying and hoping people will forget	2024-05-02T17:11:20.411000+00:00
dmytros8868	<@875066441714520064> Hey  i've also submitted ticket , hope team gonna review them and make fair distribution	2024-05-02T12:09:39.011000+00:00
.nefz	Do you need all wallets that I tested to delegation on my/other node or only Validator's address?	2024-05-02T10:38:54.168000+00:00
marchini1717	that's my 2nd opened ticket , and they both are closed , whats happening ?	2024-05-02T10:24:14.608000+00:00
defi_chopper	i submitted my testnet info in the ticket, hope you guys can handle it soon, thanks	2024-05-02T09:04:12.053000+00:00
marchini1717	sent you dm with address	2024-05-02T08:59:52.521000+00:00
imfarzad	Check your dm plz	2024-05-02T06:33:41.426000+00:00
silent666	Just dmed you, can I get a confirm if you have received it ? Thank you	2024-05-02T06:23:10.342000+00:00
lagnisiruk	<@875066441714520064> - DM'ed you my info. please confirm you've received it	2024-05-02T06:14:29.535000+00:00
anotyagi	Please confirm , you received my DM or not sir	2024-05-02T05:43:28.570000+00:00
pavlo5565	what about staking LRT on the first page? I had lots of points but no tokens for claim	2024-05-02T05:16:51.227000+00:00
fuzzyman410	Please check your dms king	2024-05-02T02:20:47.124000+00:00
levelsdennis	i do think it is probably worth noting that they intended and anticipated for it to be extremely competitive (read: expensive) to test properly, and my understanding was that was part of the reason to use goerli aside from ease of getting lots of tokens. perhaps i misunderstood but at least that was what i gathered.	2024-05-01T23:12:10.250000+00:00
levelsdennis	appreciate you sir, i know none of this is your doing 🙏	2024-05-01T23:09:49.342000+00:00
web3cm	Thanks, we'll process everything in due time	2024-05-01T23:07:07.387000+00:00
levelsdennis	hello sir, just wanted to make sure you got mine as well, ty	2024-05-01T23:01:55.387000+00:00
anotyagi	I'm already dm you my details sir please have a look on your DM and accept my frd request also	2024-05-01T21:24:50.724000+00:00
tstereth	DM'd you <@875066441714520064>, please LMK if received!	2024-05-01T20:43:53.758000+00:00
arturionx	"My ticket was closed for a second time, I had an extra notification 1 min ago.
I wasn't reopening it
😢"	2024-05-01T20:12:15.150000+00:00
dubdub7272	<@875066441714520064> <@466815633347313664> hey sir, im in top 200 AVS , how can i give my operator address to you ?	2024-05-01T20:04:11.309000+00:00
sweetsensi	but mainnet started much more after 15th March	2024-05-01T19:57:06.692000+00:00
arturionx	"Ok, thanks for the answer

The problem was we had no official info from team and no clear instructions. Like do I have a deadline, DMs closed, Ticket closed, total mess.

Concerning the problem the main point is not rewards or anything, but an unprecedented loss per node. I do agree with AVS payments and time spend - it's a game all cryptomarket participants play and we do accept the rules.

But cmon lets be clear, such a huge expenses (loss of our stake in value that was 10k$ a week before goerli deprecation) was never expected by anyone. For a second it's an average salary in my country for 16 month.

Waiting for info."	2024-05-01T19:50:23.043000+00:00
.xkamx	but whatever, I've said my piece, and hopefully we see some progress or communication before the week is out. otherwise we'll just have to go make noise elsewhere and more loudly. hoping it doesn't come to that	2024-05-01T19:44:15.431000+00:00
.xkamx	not sure what there is to "investigate". they literally collected this same info to figure out who they should send hETH to (which was ridiculous at the time, and is even moreso now). they purposefully left goerli ops out of the allocation, which can be viewed any number of ways; none of which reflect positively on the team. now we wait, but I would think getting some sort of actual communication out should be a priority, as I don't think this is just going away as much as they'd probably like it to	2024-05-01T19:42:31.210000+00:00
kmi99	<@314660368251224066> <@875066441714520064> <@768866007821320232> this is dear brianna's announcement after goerli testnet	2024-05-01T19:40:19.225000+00:00
kmi99		2024-05-01T19:38:53.760000+00:00
web3cm	"This is the current stance from the team: https://discord.com/channels/1089434273720832071/1234559122444255242/1235310776848220282

Please wait for their official announcement"	2024-05-01T19:37:06.197000+00:00
kmi99	<@875066441714520064> please answer	2024-05-01T19:35:23.794000+00:00
kmi99	And team send us official announcement	2024-05-01T19:31:52.890000+00:00
kmi99	Just put the form here. All of us fill it. And finish	2024-05-01T19:31:29.372000+00:00
shwifteey	If you dont have the data, then the "your contributions have been RECORDED" from <@768866007821320232> was a lie	2024-05-01T19:29:30.397000+00:00
shwifteey	how about using the data from the active validator set?  eigen has this data already, you dont need DMs and tickets.  Ask one software engineer to get it	2024-05-01T19:28:35.833000+00:00
web3cm	I don't know why there isn't. We're just following the instructions from the team, and they are using this method atm	2024-05-01T19:28:31.655000+00:00
.xkamx	Appreciate the update. So what do you recommend I do? I would think they have access to what I provided even with the ticket closed, but I'm not trying to take any chances here	2024-05-01T19:28:07.320000+00:00
sylviapeters	This doesn't address my questions. Why is there no dedicated form, and why isn’t the information from the previous form being utilized?	2024-05-01T19:27:03.268000+00:00
web3cm		2024-05-01T19:24:17.322000+00:00
web3cm	"As for the rest, this is the message from the team: 

The Eigen Foundation is investigating the Goerli allocations and will post an update soon. Rest assured they are on top of it and hear your concerns. Please remember that if you also restaked on mainnet both allocations would be combined."	2024-05-01T19:24:00.165000+00:00
web3cm	Just making clear it's not a childish game. First we're gathering wallets and we're trying to standarize the way we gather them.	2024-05-01T19:23:11.042000+00:00
web3cm	I'm reporting the ticket system issues to the team.	2024-05-01T19:20:28.888000+00:00
web3cm	I got your DM	2024-05-01T19:20:00.451000+00:00
vikanren	Did you get my DM, I am not sure. Or should I open a ticket?	2024-05-01T19:17:58.460000+00:00
kmi99	Finish this childish game	2024-05-01T19:10:35.425000+00:00
kmi99	This situation is no longer acceptable for any of us	2024-05-01T19:09:50.859000+00:00
kmi99	Came here	2024-05-01T19:09:11.075000+00:00
kmi99	And other	2024-05-01T19:09:07.315000+00:00
kmi99	"Dagger
Tell brianna"	2024-05-01T19:09:00.482000+00:00
arturionx	"Guys
You a f kidding us
Just keeping and keeping your abuse

Go there, do that, PM him, PM her, PM discord, PM telegram, start a ticket
PM closed
Ticket closed

Just close this discord category and kick us all, at least we won't spend more time on this nonsense anymore."	2024-05-01T19:06:30.410000+00:00
arturionx	I had this message few minutes ago	2024-05-01T19:03:17.705000+00:00
.xkamx	in the ticket it says allow the team a few days...which is fine, but why close the ticket is my question	2024-05-01T19:02:15.662000+00:00
.xkamx	what am I supposed to make of that?	2024-05-01T19:01:49.176000+00:00
.xkamx	sure did	2024-05-01T19:00:40.642000+00:00
sylviapeters	Why has there been no announcement or dedicated form provided this time? Previously, when Goerli was shut down while I was in the active set, I filled out a form and received holETH. Why isn't there an equivalent process now? Also, why isn't the information from last time being utilized?	2024-05-01T18:52:42.903000+00:00
web3cm	Did you follow the instructions of the bot?	2024-05-01T18:43:52.209000+00:00
.xkamx	and now my ticket's been closed with no information provided. anyone else?	2024-05-01T18:41:15.473000+00:00
arturionx	"you will definetely have a problem with clearing everything out
the form is for everybody not only for Goerli testers
it's not intendet to our situation"	2024-05-01T17:53:14.828000+00:00
web3cm	I think it's possible	2024-05-01T17:47:47.342000+00:00
arturionx	i can try	2024-05-01T17:47:40.153000+00:00
web3cm	Does it let you add multiple?	2024-05-01T17:47:25.219000+00:00
arturionx	"The ticket form asks for 1 address. What should I give?
An adress with Validator (adress that signed batches)
Or adress with my gETH stake (my main restaker)"	2024-05-01T17:46:39.579000+00:00
sylviapeters	I was in the active set when Goerli was shut down. Should I open a support ticket or directly message a moderator?	2024-05-01T17:32:40.180000+00:00
.xkamx	I've now opened a ticket as well. I understand that this isn't your doing <@875066441714520064>, and none of this is your fault. I also appreciate your willingness to assist and the fact that you and your team have remained patient in dealing with this. But if I'm being honest, the number of hoops that we're being made to jump through here just feels like an added slap in the face. Information about who was in the active set, for how long, and how many batches they each signed should be easily trackable for the team using onchain data and other means...and if it's not, that's concerning in and of itself. I spent too much time last night writing up my thoughts on the situation, which your bot flagged and deleted immediately (still no answer as to why), so I won't make that mistake again. But I will say this: There seems to be a clear lack of regard for the people in this group, and it's difficult to understand why. As others have laid out, operators are the lifeblood of Eigen, so shunning them like this just seems counter to the projects interest (and common sense). And it's not like we're asking for much, we just want to be made whole, and maybe even made to feel like our time, efforts, and money weren't completely wasted. And ideally some sort of communication from the team feels necessary at this point.	2024-05-01T17:30:06.384000+00:00
shwifteey	Eigen has the data	2024-05-01T17:29:29.521000+00:00
shwifteey	Why arent the operator records being checked instead of making us open a ticket / dm?	2024-05-01T17:29:18.742000+00:00
web3cm	Yes	2024-05-01T16:52:27.684000+00:00
avgust_by	"In this ticket EL asks to provide specific transactions via https://etherscan.io/ that indicate Restaking activity with EigenLayer prior to March 15th 2024. This may include LST deposits, EigenPod creation, and/or LRT deposits.

In our case sharing just operator and delegator wallets is enough?"	2024-05-01T16:47:24.936000+00:00
web3cm	For now we're gathering wallets. Please share them in <#1207384534732243014> if you haven't done so via DM or that method	2024-05-01T16:35:15.844000+00:00
shwifteey	maybe you guys need to have an internal meeting and then make an announcement to operators?  not that complicated	2024-05-01T16:34:20.365000+00:00
arturionx	Surprise surprise	2024-05-01T16:33:18.413000+00:00
shwifteey	how are people supposed to read this giant thread and know they should message mods (that arent responding to fr)	2024-05-01T16:33:04.837000+00:00
shwifteey	can you guys make announcement of what to do?	2024-05-01T16:32:37.983000+00:00
marchini1717	Can you invite me too please	2024-05-01T16:32:21.448000+00:00
shwifteey	mods arent responding to my dm request	2024-05-01T16:32:00.273000+00:00
anotyagi	<@515604356226220043> <@768866007821320232>	2024-05-01T16:26:03.924000+00:00
anotyagi	what about other operators , those run operator node last 5 to  6 month . please provide a fair judgement for all type validators	2024-05-01T16:24:52.434000+00:00
avgust_by	there are Brianna and other core team members in this TG chat - lets raise questions there	2024-05-01T16:21:01.686000+00:00
astro0139	I can't believe what I see from Eigen team	2024-05-01T16:20:40.114000+00:00
avgust_by	sent to you too	2024-05-01T16:20:13.447000+00:00
avgust_by	I sent you FR	2024-05-01T16:19:14.012000+00:00
kmi99	A ridiculous fact	2024-05-01T16:18:10.104000+00:00
romank6511	From my experience. You should wait for another moderator who will ask you to send your address)	2024-05-01T15:26:47.074000+00:00
harambo16	Yep can you dm link? Saw a message from notifications with it but it looks like it got deleted	2024-05-01T15:21:43.130000+00:00
romank6511	I would watch that 🤣	2024-05-01T15:15:11.400000+00:00
defi_chopper	unlucky hope they can do something about it eventually	2024-05-01T15:08:46.574000+00:00
maciver_	I just sent my details to brianna? Is that all i need to do <@862550907349893151>? Now just wait?	2024-05-01T14:29:35.120000+00:00
marchini1717	i have opened a ticket before today . it was just closed . and thats it	2024-05-01T14:13:07.534000+00:00
eugene2057	The better thing to have Transferrable is a Testnet)	2024-05-01T14:03:42.498000+00:00
sergecko	yes sir. they need a long weekend after perfect airdrop. the token which nontransferable its awesome	2024-05-01T14:01:28.816000+00:00
eugene2057	Looks like the whole Eigen team has a longtime weekend, that’s the only one explanation of absence of a decision	2024-05-01T13:58:09.925000+00:00
sergecko	also you need tattooooo your address in your face and send to team for kyc	2024-05-01T13:51:50.170000+00:00
donya8531	Your goal is to convey our objections to the team. Please carry out this task. <@862550907349893151>	2024-05-01T13:51:20.867000+00:00
arturionx	"Interesting that we need to knock at every door to be listened.
What about those validators who not even here. I was informed about this chat only today, didn't know you should have a role."	2024-05-01T13:49:21.674000+00:00
arturionx	Should I make a tiktok video with me dancing with Eigen logo?	2024-05-01T13:47:47.431000+00:00
arturionx	"I have already been told
- to dm Brianna
- to dm Alex
- to dm Fluidr
- to open a ticket"	2024-05-01T13:47:06.397000+00:00
defi_chopper	Just opened the ticket	2024-05-01T13:46:28.171000+00:00
sergecko	its not hard	2024-05-01T13:45:18.345000+00:00
razyob	Thank you sir	2024-05-01T13:45:12.144000+00:00
cmguru	I got your dm already, thanks	2024-05-01T13:45:00.244000+00:00
sergecko	put a form here and annon	2024-05-01T13:44:55.585000+00:00
sergecko	WTF	2024-05-01T13:44:23.157000+00:00
sergecko	what a shame we need to go to mod's dm. and 10000 times want they accept us	2024-05-01T13:44:18.841000+00:00
razyob	Could you accept my friend request?	2024-05-01T13:42:18.643000+00:00
armankmi	dear arrow please tell them to came here for official announ. thank you. i maen core team	2024-05-01T13:39:31.387000+00:00
cmguru	The foundation is looking into it. If you already sent your wallet to a mod, then it's fine. Otherwise open a ticket and wait for further updates.	2024-05-01T13:37:49.702000+00:00
armankmi	all of us want just one thing. **official announcement from CORE TEAM about GOERLI AVS REWARD**	2024-05-01T13:36:49.363000+00:00
armankmi	now you tell open ticket	2024-05-01T13:35:27.632000+00:00
armankmi	first you say send address to mod's dm	2024-05-01T13:35:16.341000+00:00
armankmi	we are not your clown	2024-05-01T13:34:43.783000+00:00
armankmi	can you tell core team came here and tell us what are they doing?	2024-05-01T13:34:27.354000+00:00
cmguru	Can you open a ticket through <#1207384534732243014>?	2024-05-01T13:33:18.268000+00:00
donya8531	Shouldn't there be an incentive for continued interaction? <@862550907349893151>	2024-05-01T13:32:50.574000+00:00
armankmi	where are they right now?	2024-05-01T13:32:19.968000+00:00
armankmi	for official  clear announcement	2024-05-01T13:31:51.155000+00:00
armankmi	you tell talking to team	2024-05-01T13:31:16.565000+00:00
armankmi	whats the result	2024-05-01T13:30:59.310000+00:00
armankmi	<@862550907349893151>	2024-05-01T13:30:46.350000+00:00
armankmi	<@515604356226220043> dude where are your teammate	2024-05-01T13:30:16.076000+00:00
armankmi	what a shame	2024-05-01T13:29:23.634000+00:00
soniya6790	Out of the vast pool of operators, a mere 453 nodes have risen to the esteemed ranks of the top 200 AVS. These exceptional individuals have invested substantial resources and time into your project, diligently ensuring node uptime on the Goerli network. Are you suggesting that their tireless efforts go unnoticed? Is there no recognition or reward for their invaluable contributions? <@768866007821320232> <@466815633347313664> <@875066441714520064>	2024-05-01T13:24:23.493000+00:00
anotyagi	<@466815633347313664> <@875066441714520064> please accept frd request and check DM sir	2024-05-01T13:20:26.020000+00:00
sergecko	but i dont know why you do that	2024-05-01T13:17:34.478000+00:00
sergecko	scam project are show some respect to  thier community	2024-05-01T13:17:16.703000+00:00
sergecko	i never seen anything like this before	2024-05-01T13:16:41.026000+00:00
sergecko	stop that ridiculous things	2024-05-01T13:16:12.718000+00:00
sergecko	your mod just say wait wait wait	2024-05-01T13:15:24.603000+00:00
sergecko	you must show your respect to your partner	2024-05-01T13:14:50.447000+00:00
sergecko	you rugging all of operators	2024-05-01T13:13:57.690000+00:00
sergecko	and we dont know why you do that	2024-05-01T13:13:30.886000+00:00
sergecko	we lost our more than 10K$ of money just and just for your suddenly mig from goerli to holesky	2024-05-01T13:13:11.191000+00:00
sergecko	we spend money and our time	2024-05-01T13:11:55.361000+00:00
sergecko	where is our reward	2024-05-01T13:11:39.815000+00:00
sergecko	let us know	2024-05-01T13:11:12.845000+00:00
sergecko	what are u doing	2024-05-01T13:11:06.627000+00:00
sergecko	<@515604356226220043> <@270729221637275649> <@1111041012538814546> <@875066441714520064> <@1211014464804093954> <@862550907349893151>	2024-05-01T13:10:56.675000+00:00
sergecko	no responsibility	2024-05-01T13:08:23.659000+00:00
sergecko	no respect	2024-05-01T13:07:28.472000+00:00
sergecko	no answere	2024-05-01T13:07:24.294000+00:00
sergecko	<@768866007821320232> what are u doing mate?	2024-05-01T13:07:10.361000+00:00
arturionx	"There already was a scandal when Goerli was suspended and all money was lost.

But we were told "no worries, we appreciate your contribution, everything is recorded on a blockchain" and we shut up.

And decision to take part in Holesky testnet was made based on that statements.

Everything looks scummy af."	2024-05-01T13:02:12.066000+00:00
arturionx	"~ Everything is recorded on a blockchain.
~ For what?
~ The ancestors will remember about your sacrifice."	2024-05-01T12:44:26.906000+00:00
sebastian_pereira7623	Can you ask for the invitation link please? I'm trying to realise what to do with my Holesky node now	2024-05-01T12:28:00.542000+00:00
fuzzyman410	<@875066441714520064> please check my dm to you	2024-05-01T11:48:26.005000+00:00
sweetsensi	1	2024-05-01T11:26:46.062000+00:00
romank6511	"There was only about 500 operators who was in top200 for some period. It super small amounts for such huge projects. Even small projects have no problems to reward such small amounts of validators/operators.
Ok I would accept if noone was rewarded, but I see that "Some users" was rewarded. I want to know the criteria, but team do not share this information. We have to DM moderators who not responding while as was sayed above all needed information are available. What next? Will they refer us to send fax or paper letter?"	2024-05-01T11:14:15.407000+00:00
armankmi	NOT DELEGATORS	2024-05-01T11:08:31.933000+00:00
armankmi	we just want official announcement from CORE TEAM which is clearly tell about **AVS OPERATORS REWARD**	2024-05-01T11:08:17.252000+00:00
armankmi	the most fuuny part is they want to send our address to mod's DM. if they accept our friend request they never seen our tex. if they see then reward 10 tokens to **SOME TESTNET USER** not for top 200 avs. its just for SOME TESTNET USER who delegate to nodes😂 . we spend more than 10K $ and now they say send your address for 10 tokens IFFFF we accept your req and IFFF you are in circle of our SOME TESTNET USER	2024-05-01T11:05:58.646000+00:00
avgust_by	One open and clear common decision regarding all operators who got into the top200 will solve the problem. LIKE GUYS!!!!!	2024-05-01T11:04:35.291000+00:00
avgust_by	What is the deadline for collecting wallets? in 1-2 days you'll say that this process is over.... But nobody responded me for my request for 24h.	2024-05-01T11:04:33.723000+00:00
marchini1717	"this is most funny part 
 stakers are  unhappy about how little they earned by investing their ether. 
we as operators lost time ,  update nodes everytime , get in the race for top 200 , lost money in Goerli , continued in Holesky after , and now when your drop doesn't cover the  expenses, you have no reaction ."	2024-05-01T10:53:07.850000+00:00
avgust_by	I saw that theblock and coindesk wrote articles about Eigen TGE, maybe we have to send the email for them describing how Eigen Goerli testnet ended with a loss of $4 mln TVL which actually were users funds.	2024-05-01T10:52:29.161000+00:00
avgust_by	"Everything is clear that this testnet was not incevized but we should not have lost 10k while participating.

I'm sure that the team is aware of this and by collecting wallets in DM it tries to avoid answering 1 question - how to openly and clearly solve the problem with loss of funds? I'll answer for them - properly reward participants from the top200, you have our operator addresses, nothing more needed for that."	2024-05-01T10:46:49.102000+00:00
arturionx	"Guys, I have only one point about the situatuon.
Yes, testnet was not incentivised and no tokens were promised.
But either there were no information about A TOTAL LOSS OF 10 000 $ due to Goerli suspension.

Why there were no pre-migration? Any announcement? NO! Just keep running nodes.

I would like to say that no actions were taken to prevent us from financial loss.

So far this is the worst testnet I have EVER participated. Even tier 3 projects encourage testnet users. And Eigen is a locomotive of restaking narrative (main narrative) of this bull market. 

What a Shame!"	2024-05-01T10:46:23.788000+00:00
razyob	Please accept friend request	2024-05-01T10:40:24.146000+00:00
armankmi	i have a suggestion for team: study Celestia <@768866007821320232> <@270729221637275649>  see how they rewarded the pepole who helped the project progress. consider that CELESTIA's nodes cost was 0 unlike eigen and also consider that they are much less in terms of project valuation	2024-05-01T10:25:47.547000+00:00
marchini1717	"Team <@768866007821320232> <@1211014464804093954>  <@875066441714520064>  <@270729221637275649>  can you formulate your clear position for operators who were in the top 200
Without throwing away wallets first to one person, then to another (who in the end doesn't read them) and without specifics.
Just formulate whether you will review the moneyback for people who were in the top200
If not, then formulate why some node runners received one amount, others much less, others nothing at all.
In this way situation will be more clear for everyone.
Thanks"	2024-05-01T10:15:06.348000+00:00
4riy4	it will not put any pressure on the team and investors	2024-05-01T10:14:11.941000+00:00
4riy4	the %0.1 of all total supply at least	2024-05-01T10:12:53.771000+00:00
4riy4	if only they gave the very small amount of what they gave to justin sun transparently to those who paid the most to help the eigenlayer(avs operators) everyone will be satisfied	2024-05-01T10:10:10.149000+00:00
razyob	Could you accept my invite?	2024-05-01T10:08:34.667000+00:00
keivan8845	Hello, which admin should I send the wallet address to?	2024-05-01T10:05:06.560000+00:00
kmi99	We fill forms month ago	2024-05-01T09:56:49.185000+00:00
kmi99	They have all data	2024-05-01T09:56:23.297000+00:00
kmi99	https://forum.eigenlayer.xyz/t/operators-mainnet-campaign/12828?u=su_eigen	2024-05-01T09:56:04.944000+00:00
kmi99	There is no transparency	2024-05-01T09:53:40.885000+00:00
kmi99	And we need to know about reward	2024-05-01T09:53:16.087000+00:00
kmi99	We want to see a clear announcement from team	2024-05-01T09:52:46.484000+00:00
kmi99	It is just for Waste of time	2024-05-01T09:52:14.457000+00:00
kmi99	"All node runners
All delegators and....."	2024-05-01T09:51:27.541000+00:00
kmi99	Mate they have all address	2024-05-01T09:50:53.113000+00:00
marchini1717	it's ridiculous	2024-05-01T09:50:23.613000+00:00
kmi99	They never check them. I sent for 3 of them(mods)	2024-05-01T09:47:50.099000+00:00
marchini1717	<@466815633347313664> sent you a DM with wallet yesterday	2024-05-01T09:47:09.906000+00:00
syphilis6688	true	2024-05-01T07:57:02.056000+00:00
donya8531	"Out of thousands of operators, only 453 nodes managed to become part of the top 200 AVS. These individuals have invested significantly in your project, dedicating substantial time to ensure node uptime on the Goerli network. Are you implying that their efforts are not valued? Is there no reward for their contributions?
<@466815633347313664> <@768866007821320232>"	2024-05-01T07:29:22.092000+00:00
defi_chopper	sent you a fr ser	2024-05-01T06:52:19.944000+00:00
maciver_	<@875066441714520064> added	2024-05-01T06:26:16.338000+00:00
doodleoo	<@875066441714520064> Sent you a dm, please take a look when possible	2024-05-01T05:59:50.180000+00:00
fuzzyman410	Hey king, dm’d you some details about my operator, delegators, lost $10k by running my node, was top 200 for months, please help me get some allocation	2024-05-01T04:39:10.235000+00:00
.xkamx	hope at least one person got to read that lol	2024-05-01T03:45:48.307000+00:00
